NodeLabel,TimeReached30from1500,NormalizedTime
1,2365.95703125,6.213130587681715
2,1423.494384765625,10.326700377128864
3,1423.494384765625,10.326700377128864
4,2365.95703125,6.213130587681715
5,1423.494384765625,10.326700377128864
6,1423.494384765625,10.326700377128864
7,2165.95703125,6.786838237283245
8,2165.95703125,6.786838237283245
9,1632.4644775390625,9.004790120860838
10,1632.4644775390625,9.004790120860838
11,2565.95703125,5.728856649185169
12,2565.95703125,5.728856649185169
13,2565.95703125,5.728856649185169
14,2565.95703125,5.728856649185169
15,1632.4644775390625,9.004790120860838
16,1632.4644775390625,9.004790120860838
17,2165.95703125,6.786838237283245
18,2365.95703125,6.213130587681715
19,2365.95703125,6.213130587681715
20,2165.95703125,6.786838237283245
21,1470.90234375,9.993865372818025
22,1470.90234375,9.993865372818025
23,1470.90234375,9.993865372818025
24,1470.90234375,9.993865372818025
25,1423.494384765625,10.326700377128864
26,1423.494384765625,10.326700377128864
27,1423.494384765625,10.326700377128864
28,1423.494384765625,10.326700377128864
29,2165.95703125,6.786838237283245
30,2065.95703125,7.115346436370855
31,1765.9569091796875,8.324098919734324
32,1765.9569091796875,8.324098919734324
33,1865.9569091796875,7.8779954283416
34,1765.9569091796875,8.324098919734324
35,1765.9569091796875,8.324098919734324
36,2065.95703125,7.115346436370855
37,2165.95703125,6.786838237283245
38,2665.95703125,5.513967339941537
39,2765.95703125,5.314616183085365
40,2665.95703125,5.513967339941537
41,1765.9569091796875,8.324098919734324
42,1965.9569091796875,7.477274772077126
43,2065.95703125,7.115346436370855
44,1765.9569091796875,8.324098919734324
45,1865.9569091796875,7.8779954283416
46,1765.9569091796875,8.324098919734324
47,2065.95703125,7.115346436370855
48,1965.9569091796875,7.477274772077126
49,1765.9569091796875,8.324098919734324
50,2465.95703125,5.961174429932598
51,2565.95703125,5.728856649185169
52,2465.95703125,5.961174429932598
53,2465.95703125,5.961174429932598
54,2565.95703125,5.728856649185169
55,2565.95703125,5.728856649185169
56,2565.95703125,5.728856649185169
57,2565.95703125,5.728856649185169
58,2465.95703125,5.961174429932598
59,1765.9569091796875,8.324098919734324
60,1865.9569091796875,7.8779954283416
61,1765.9569091796875,8.324098919734324
62,1765.9569091796875,8.324098919734324
63,1865.9569091796875,7.8779954283416
64,1765.9569091796875,8.324098919734324
65,1965.9569091796875,7.477274772077126
66,2065.95703125,7.115346436370855
67,1965.9569091796875,7.477274772077126
68,1965.9569091796875,7.477274772077126
69,2165.95703125,6.786838237283245
70,2165.95703125,6.786838237283245
71,2265.95703125,6.4873251333856246
72,2265.95703125,6.4873251333856246
73,2265.95703125,6.4873251333856246
74,2165.95703125,6.786838237283245
75,2165.95703125,6.786838237283245
76,2165.95703125,6.786838237283245
77,2165.95703125,6.786838237283245
78,2165.95703125,6.786838237283245
79,2165.95703125,6.786838237283245
80,2165.95703125,6.786838237283245
81,2165.95703125,6.786838237283245
82,2265.95703125,6.4873251333856246
83,2265.95703125,6.4873251333856246
84,2365.95703125,6.213130587681715
85,2865.95703125,5.129176690268985
86,2965.95703125,4.956241727414607
87,2865.95703125,5.129176690268985
88,2365.95703125,6.213130587681715
89,2265.95703125,6.4873251333856246
90,2265.95703125,6.4873251333856246
91,2165.95703125,6.786838237283245
92,2165.95703125,6.786838237283245
93,2165.95703125,6.786838237283245
94,2165.95703125,6.786838237283245
95,2165.95703125,6.786838237283245
96,2165.95703125,6.786838237283245
97,2165.95703125,6.786838237283245
98,2165.95703125,6.786838237283245
99,2265.95703125,6.4873251333856246
100,2265.95703125,6.4873251333856246
101,2265.95703125,6.4873251333856246
102,2165.95703125,6.786838237283245
103,2165.95703125,6.786838237283245
104,1965.9569091796875,7.477274772077126
105,2865.95703125,5.129176690268985
106,2965.95703125,4.956241727414607
107,2865.95703125,5.129176690268985
108,2765.95703125,5.314616183085365
109,2865.95703125,5.129176690268985
110,2765.95703125,5.314616183085365
111,2765.95703125,5.314616183085365
112,2865.95703125,5.129176690268985
113,2765.95703125,5.314616183085365
114,1965.9569091796875,7.477274772077126
115,2165.95703125,6.786838237283245
116,2165.95703125,6.786838237283245
117,2265.95703125,6.4873251333856246
118,2265.95703125,6.4873251333856246
119,2265.95703125,6.4873251333856246
120,2165.95703125,6.786838237283245
121,2165.95703125,6.786838237283245
122,2165.95703125,6.786838237283245
123,2165.95703125,6.786838237283245
124,2165.95703125,6.786838237283245
125,2165.95703125,6.786838237283245
126,2165.95703125,6.786838237283245
127,2165.95703125,6.786838237283245
128,2165.95703125,6.786838237283245
129,2165.95703125,6.786838237283245
130,2265.95703125,6.4873251333856246
131,2265.95703125,6.4873251333856246
132,2365.95703125,6.213130587681715
133,2365.95703125,6.213130587681715
134,2265.95703125,6.4873251333856246
135,2265.95703125,6.4873251333856246
136,2165.95703125,6.786838237283245
137,2165.95703125,6.786838237283245
138,2165.95703125,6.786838237283245
139,2165.95703125,6.786838237283245
140,2165.95703125,6.786838237283245
141,2165.95703125,6.786838237283245
142,2165.95703125,6.786838237283245
143,2165.95703125,6.786838237283245
144,2165.95703125,6.786838237283245
145,2165.95703125,6.786838237283245
146,2265.95703125,6.4873251333856246
147,2265.95703125,6.4873251333856246
148,2265.95703125,6.4873251333856246
149,2165.95703125,6.786838237283245
150,2165.95703125,6.786838237283245
151,1965.9569091796875,7.477274772077126
152,1965.9569091796875,7.477274772077126
153,2065.95703125,7.115346436370855
154,1965.9569091796875,7.477274772077126
155,2465.95703125,5.961174429932598
156,2565.95703125,5.728856649185169
157,2465.95703125,5.961174429932598
158,2565.95703125,5.728856649185169
159,2565.95703125,5.728856649185169
160,2465.95703125,5.961174429932598
161,2665.95703125,5.513967339941537
162,2765.95703125,5.314616183085365
163,2665.95703125,5.513967339941537
164,2465.95703125,5.961174429932598
165,2565.95703125,5.728856649185169
166,2565.95703125,5.728856649185169
167,2265.95703125,6.4873251333856246
168,2265.95703125,6.4873251333856246
169,2165.95703125,6.786838237283245
170,2165.95703125,6.786838237283245
171,2165.95703125,6.786838237283245
172,2165.95703125,6.786838237283245
173,2165.95703125,6.786838237283245
174,2165.95703125,6.786838237283245
175,2165.95703125,6.786838237283245
176,2165.95703125,6.786838237283245
177,2265.95703125,6.4873251333856246
178,2265.95703125,6.4873251333856246
179,2265.95703125,6.4873251333856246
180,2365.95703125,6.213130587681715
181,2365.95703125,6.213130587681715
182,2365.95703125,6.213130587681715
183,2365.95703125,6.213130587681715
184,2365.95703125,6.213130587681715
185,2265.95703125,6.4873251333856246
186,2265.95703125,6.4873251333856246
187,2265.95703125,6.4873251333856246
188,2165.95703125,6.786838237283245
189,2165.95703125,6.786838237283245
190,2165.95703125,6.786838237283245
191,2165.95703125,6.786838237283245
192,2165.95703125,6.786838237283245
193,2165.95703125,6.786838237283245
194,2165.95703125,6.786838237283245
195,2165.95703125,6.786838237283245
196,2165.95703125,6.786838237283245
197,2165.95703125,6.786838237283245
198,2265.95703125,6.4873251333856246
199,2265.95703125,6.4873251333856246
200,2265.95703125,6.4873251333856246
201,2265.95703125,6.4873251333856246
202,2165.95703125,6.786838237283245
203,2165.95703125,6.786838237283245
204,2165.95703125,6.786838237283245
205,2165.95703125,6.786838237283245
206,2165.95703125,6.786838237283245
207,2165.95703125,6.786838237283245
208,2165.95703125,6.786838237283245
209,2165.95703125,6.786838237283245
210,2165.95703125,6.786838237283245
211,2165.95703125,6.786838237283245
212,2265.95703125,6.4873251333856246
213,2265.95703125,6.4873251333856246
214,2265.95703125,6.4873251333856246
215,2365.95703125,6.213130587681715
216,2365.95703125,6.213130587681715
217,2365.95703125,6.213130587681715
218,2365.95703125,6.213130587681715
219,2365.95703125,6.213130587681715
220,2265.95703125,6.4873251333856246
221,2265.95703125,6.4873251333856246
222,2265.95703125,6.4873251333856246
223,2165.95703125,6.786838237283245
224,2165.95703125,6.786838237283245
225,2165.95703125,6.786838237283245
226,2165.95703125,6.786838237283245
227,2165.95703125,6.786838237283245
228,2165.95703125,6.786838237283245
229,2165.95703125,6.786838237283245
230,2165.95703125,6.786838237283245
231,2265.95703125,6.4873251333856246
232,2265.95703125,6.4873251333856246
233,1965.9569091796875,7.477274772077126
234,2165.95703125,6.786838237283245
235,2165.95703125,6.786838237283245
236,2165.95703125,6.786838237283245
237,2165.95703125,6.786838237283245
238,1965.9569091796875,7.477274772077126
239,2165.95703125,6.786838237283245
240,2165.95703125,6.786838237283245
241,1965.9569091796875,7.477274772077126
242,1965.9569091796875,7.477274772077126
243,2165.95703125,6.786838237283245
244,2165.95703125,6.786838237283245
245,2265.95703125,6.4873251333856246
246,2165.95703125,6.786838237283245
247,1865.9569091796875,7.8779954283416
248,1865.9569091796875,7.8779954283416
249,1865.9569091796875,7.8779954283416
250,1865.9569091796875,7.8779954283416
251,1865.9569091796875,7.8779954283416
252,2165.95703125,6.786838237283245
253,2265.95703125,6.4873251333856246
254,1865.9569091796875,7.8779954283416
255,2165.95703125,6.786838237283245
256,2265.95703125,6.4873251333856246
257,1865.9569091796875,7.8779954283416
258,1865.9569091796875,7.8779954283416
259,1865.9569091796875,7.8779954283416
260,2265.95703125,6.4873251333856246
261,2165.95703125,6.786838237283245
262,1865.9569091796875,7.8779954283416
263,1865.9569091796875,7.8779954283416
264,1865.9569091796875,7.8779954283416
265,1865.9569091796875,7.8779954283416
266,1865.9569091796875,7.8779954283416
267,1865.9569091796875,7.8779954283416
268,1865.9569091796875,7.8779954283416
269,1765.9569091796875,8.324098919734324
270,1865.9569091796875,7.8779954283416
271,1765.9569091796875,8.324098919734324
272,1765.9569091796875,8.324098919734324
273,1865.9569091796875,7.8779954283416
274,1765.9569091796875,8.324098919734324
275,1765.9569091796875,8.324098919734324
276,1865.9569091796875,7.8779954283416
277,1765.9569091796875,8.324098919734324
278,1765.9569091796875,8.324098919734324
279,1865.9569091796875,7.8779954283416
280,1765.9569091796875,8.324098919734324
281,1765.9569091796875,8.324098919734324
282,1965.9569091796875,7.477274772077126
283,2065.95703125,7.115346436370855
284,2065.95703125,7.115346436370855
285,1965.9569091796875,7.477274772077126
