NodeLabel,TimeReached30from1500
153,2065.95703125
154,1965.9569091796875
155,2465.95703125
156,2565.95703125
157,2465.95703125
158,2565.95703125
159,2565.95703125
160,2465.95703125
161,2665.95703125
162,2765.95703125
163,2665.95703125
164,2465.95703125
165,2565.95703125
166,2565.95703125
167,2265.95703125
168,2265.95703125
169,2165.95703125
170,2165.95703125
171,2165.95703125
172,2165.95703125
173,2165.95703125
174,2165.95703125
175,2165.95703125
176,2165.95703125
177,2265.95703125
178,2265.95703125
179,2265.95703125
180,2365.95703125
181,2365.95703125
182,2365.95703125
183,2365.95703125
184,2365.95703125
185,2265.95703125
186,2265.95703125
187,2265.95703125
188,2165.95703125
189,2165.95703125
190,2165.95703125
191,2165.95703125
192,2165.95703125
193,2165.95703125
194,2165.95703125
195,2165.95703125
196,2165.95703125
197,2165.95703125
198,2265.95703125
199,2265.95703125
200,2265.95703125
201,2265.95703125
202,2165.95703125
203,2165.95703125
204,2165.95703125
205,2165.95703125
206,2165.95703125
207,2165.95703125
208,2165.95703125
209,2165.95703125
210,2165.95703125
211,2165.95703125
212,2265.95703125
213,2265.95703125
214,2265.95703125
215,2365.95703125
216,2365.95703125
217,2365.95703125
218,2365.95703125
219,2365.95703125
220,2265.95703125
221,2265.95703125
222,2265.95703125
223,2165.95703125
224,2165.95703125
225,2165.95703125
226,2165.95703125
227,2165.95703125
228,2165.95703125
229,2165.95703125
230,2165.95703125
231,2265.95703125
232,2265.95703125
233,1965.9569091796875
234,2165.95703125
235,2165.95703125
236,2165.95703125
237,2165.95703125
238,1965.9569091796875
239,2165.95703125
240,2165.95703125
241,1965.9569091796875
242,1965.9569091796875
243,2165.95703125
244,2165.95703125
245,2265.95703125
246,2165.95703125
247,1865.9569091796875
248,1865.9569091796875
249,1865.9569091796875
250,1865.9569091796875
251,1865.9569091796875
252,2165.95703125
253,2265.95703125
254,1865.9569091796875
255,2165.95703125
256,2265.95703125
257,1865.9569091796875
258,1865.9569091796875
259,1865.9569091796875
260,2265.95703125
261,2165.95703125
262,1865.9569091796875
263,1865.9569091796875
264,1865.9569091796875
265,1865.9569091796875
266,1865.9569091796875
267,1865.9569091796875
268,1865.9569091796875
269,1765.9569091796875
270,1865.9569091796875
271,1765.9569091796875
272,1765.9569091796875
273,1865.9569091796875
274,1765.9569091796875
275,1765.9569091796875
276,1865.9569091796875
277,1765.9569091796875
278,1765.9569091796875
279,1865.9569091796875
280,1765.9569091796875
281,1765.9569091796875
282,1965.9569091796875
283,2065.95703125
284,2065.95703125
285,1965.9569091796875
286,1765.9569091796875
287,2165.95703125
288,2065.95703125
289,1765.9569091796875
290,1765.9569091796875
291,2065.95703125
292,2165.95703125
293,2465.95703125
294,2365.95703125
295,2165.95703125
296,2565.95703125
297,2365.95703125
298,2165.95703125
299,2465.95703125
300,2365.95703125
301,2165.95703125
302,2365.95703125
303,2265.95703125
304,2065.95703125
305,2465.95703125
306,2365.95703125
307,2165.95703125
308,2365.95703125
309,2265.95703125
310,2065.95703125
311,2865.95703125
312,2965.95703125
313,2865.95703125
314,2865.95703125
315,2965.95703125
316,2865.95703125
317,2765.95703125
318,2865.95703125
319,2765.95703125
320,2065.95703125
321,2165.95703125
322,2065.95703125
323,2165.95703125
324,2265.95703125
325,2165.95703125
326,2065.95703125
327,2165.95703125
328,2065.95703125
329,2465.95703125
330,2365.95703125
331,2165.95703125
332,2465.95703125
333,2365.95703125
334,2165.95703125
335,2365.95703125
336,2265.95703125
337,2065.95703125
338,2465.95703125
339,2365.95703125
340,2165.95703125
341,2465.95703125
342,2365.95703125
343,2165.95703125
344,2365.95703125
345,2265.95703125
346,2065.95703125
347,2265.95703125
348,2365.95703125
349,2265.95703125
350,2465.95703125
351,2565.95703125
352,2465.95703125
353,2565.95703125
354,2565.95703125
355,2565.95703125
356,2565.95703125
357,2665.95703125
358,2565.95703125
359,2565.95703125
360,2665.95703125
361,2565.95703125
362,2565.95703125
363,2665.95703125
364,2565.95703125
365,2565.95703125
366,2565.95703125
367,2565.95703125
368,2465.95703125
369,2565.95703125
370,2465.95703125
371,2465.95703125
372,2565.95703125
373,2465.95703125
374,2465.95703125
375,2565.95703125
376,2465.95703125
377,2465.95703125
378,2565.95703125
379,2465.95703125
380,2465.95703125
381,2565.95703125
382,2465.95703125
383,2465.95703125
384,2565.95703125
385,2465.95703125
386,2565.95703125
387,2565.95703125
388,2565.95703125
389,2565.95703125
390,2665.95703125
391,2565.95703125
392,2665.95703125
393,2665.95703125
394,2665.95703125
395,2665.95703125
396,2765.95703125
397,2665.95703125
398,3065.95703125
399,3165.95703125
400,3065.95703125
401,3165.95703125
402,3265.95703125
403,3165.95703125
404,3065.95703125
405,3165.95703125
406,3065.95703125
407,2265.95703125
408,2465.95703125
409,2565.95703125
410,2565.95703125
411,2565.95703125
412,2565.95703125
413,2565.95703125
414,2465.95703125
415,2465.95703125
416,2465.95703125
417,2465.95703125
418,2465.95703125
419,2465.95703125
420,2465.95703125
421,2465.95703125
422,2565.95703125
423,2565.95703125
424,2665.95703125
425,2665.95703125
426,2365.95703125
427,2565.95703125
428,2565.95703125
429,2665.95703125
430,2665.95703125
431,2665.95703125
432,2565.95703125
433,2565.95703125
434,2565.95703125
435,2565.95703125
436,2565.95703125
437,2565.95703125
438,2565.95703125
439,2565.95703125
440,2565.95703125
441,2565.95703125
442,2665.95703125
443,2665.95703125
444,2765.95703125
445,2265.95703125
446,2465.95703125
447,2565.95703125
448,2565.95703125
449,2565.95703125
450,2565.95703125
451,2565.95703125
452,2465.95703125
453,2465.95703125
454,2465.95703125
455,2465.95703125
456,2465.95703125
457,2465.95703125
458,2465.95703125
459,2465.95703125
460,2565.95703125
461,2565.95703125
462,2665.95703125
463,2665.95703125
464,2765.95703125
465,2865.95703125
466,2765.95703125
467,2865.95703125
468,2965.95703125
469,2865.95703125
470,2865.95703125
471,2965.95703125
472,2865.95703125
473,2565.95703125
474,2565.95703125
475,2565.95703125
476,2565.95703125
477,2465.95703125
478,2465.95703125
479,2465.95703125
480,2465.95703125
481,2465.95703125
482,2565.95703125
483,2565.95703125
484,2565.95703125
485,2665.95703125
486,2665.95703125
487,2765.95703125
488,2765.95703125
489,2765.95703125
490,2665.95703125
491,2665.95703125
492,2565.95703125
493,2565.95703125
494,2565.95703125
495,2465.95703125
496,2465.95703125
497,2465.95703125
498,2465.95703125
499,2465.95703125
500,2465.95703125
501,2465.95703125
502,2565.95703125
503,2565.95703125
504,2565.95703125
505,2565.95703125
506,2665.95703125
507,2665.95703125
508,2565.95703125
509,2565.95703125
510,2565.95703125
511,2565.95703125
512,2565.95703125
513,2565.95703125
514,2565.95703125
515,2565.95703125
516,2665.95703125
517,2665.95703125
518,2765.95703125
519,2765.95703125
520,2765.95703125
521,2765.95703125
522,2765.95703125
523,2765.95703125
524,2765.95703125
525,2665.95703125
526,2665.95703125
527,2565.95703125
528,2565.95703125
529,2565.95703125
530,2565.95703125
531,2565.95703125
532,2565.95703125
533,2565.95703125
534,2565.95703125
535,2565.95703125
536,2565.95703125
537,2665.95703125
538,2665.95703125
539,2565.95703125
540,2565.95703125
541,2565.95703125
542,2565.95703125
543,2465.95703125
544,2465.95703125
545,2465.95703125
546,2465.95703125
547,2465.95703125
548,2565.95703125
549,2565.95703125
550,2565.95703125
551,2665.95703125
552,2665.95703125
553,2765.95703125
554,2765.95703125
555,2765.95703125
556,2665.95703125
557,2665.95703125
558,2565.95703125
559,2565.95703125
560,2565.95703125
561,2465.95703125
562,2465.95703125
563,2465.95703125
564,2465.95703125
565,2465.95703125
566,2465.95703125
567,2465.95703125
568,2565.95703125
569,2565.95703125
570,2565.95703125
571,2565.95703125
572,2365.95703125
573,2465.95703125
574,2565.95703125
575,2565.95703125
576,2565.95703125
577,2565.95703125
578,2565.95703125
579,2465.95703125
580,2465.95703125
581,2465.95703125
582,2465.95703125
583,2465.95703125
584,2465.95703125
585,2565.95703125
586,2565.95703125
587,2565.95703125
588,2665.95703125
589,2765.95703125
590,2865.95703125
591,2865.95703125
592,2865.95703125
593,2765.95703125
594,2665.95703125
595,2565.95703125
596,2565.95703125
597,2565.95703125
598,2465.95703125
599,2465.95703125
600,2465.95703125
601,2465.95703125
602,2465.95703125
603,2465.95703125
604,2465.95703125
605,2465.95703125
606,2565.95703125
607,2565.95703125
608,2565.95703125
609,2565.95703125
610,2565.95703125
611,2465.95703125
612,2365.95703125
613,2465.95703125
614,2565.95703125
615,2665.95703125
616,2665.95703125
617,2665.95703125
618,2665.95703125
619,2565.95703125
620,2565.95703125
621,2565.95703125
622,2565.95703125
623,2565.95703125
624,2565.95703125
625,2565.95703125
626,2565.95703125
627,2665.95703125
628,2665.95703125
629,2765.95703125
630,2765.95703125
631,2865.95703125
632,2865.95703125
633,2865.95703125
634,2765.95703125
635,2765.95703125
636,2665.95703125
637,2665.95703125
638,2565.95703125
639,2565.95703125
640,2565.95703125
641,2565.95703125
642,2565.95703125
643,2565.95703125
644,2565.95703125
645,2565.95703125
646,2565.95703125
647,2565.95703125
648,2665.95703125
649,2665.95703125
650,2665.95703125
651,2665.95703125
652,2565.95703125
653,2465.95703125
654,2465.95703125
655,2665.95703125
656,2665.95703125
657,2665.95703125
658,2565.95703125
659,2565.95703125
660,2565.95703125
661,2565.95703125
662,2465.95703125
663,2465.95703125
664,2465.95703125
665,2465.95703125
666,2465.95703125
667,2565.95703125
668,2565.95703125
669,2565.95703125
670,2665.95703125
671,2665.95703125
672,2765.95703125
673,2765.95703125
674,2765.95703125
675,2665.95703125
676,2665.95703125
677,2565.95703125
678,2565.95703125
679,2565.95703125
680,2465.95703125
681,2465.95703125
682,2465.95703125
683,2465.95703125
684,2465.95703125
685,2465.95703125
686,2465.95703125
687,2565.95703125
688,2565.95703125
689,2565.95703125
690,2565.95703125
691,2665.95703125
692,2665.95703125
693,2665.95703125
694,2465.95703125
695,2365.95703125
696,2465.95703125
697,2565.95703125
698,2565.95703125
699,2565.95703125
700,2565.95703125
701,2565.95703125
702,2465.95703125
703,2465.95703125
704,2465.95703125
705,2465.95703125
706,2465.95703125
707,2465.95703125
708,2565.95703125
709,2565.95703125
710,2565.95703125
711,2665.95703125
712,2765.95703125
713,2865.95703125
714,2865.95703125
715,2865.95703125
716,2765.95703125
717,2665.95703125
718,2565.95703125
719,2565.95703125
720,2565.95703125
721,2465.95703125
722,2465.95703125
723,2465.95703125
724,2465.95703125
725,2465.95703125
726,2465.95703125
727,2465.95703125
728,2465.95703125
729,2565.95703125
730,2565.95703125
731,2565.95703125
732,2565.95703125
733,2565.95703125
734,2465.95703125
735,2365.95703125
736,2465.95703125
737,2565.95703125
738,2665.95703125
739,2665.95703125
740,2665.95703125
741,2665.95703125
742,2565.95703125
743,2565.95703125
744,2565.95703125
745,2565.95703125
746,2565.95703125
747,2565.95703125
748,2565.95703125
749,2565.95703125
750,2665.95703125
751,2665.95703125
752,2765.95703125
753,2765.95703125
754,2865.95703125
755,2865.95703125
756,2865.95703125
757,2765.95703125
758,2765.95703125
759,2665.95703125
760,2665.95703125
761,2565.95703125
762,2565.95703125
763,2565.95703125
764,2565.95703125
765,2565.95703125
766,2565.95703125
767,2565.95703125
768,2565.95703125
769,2565.95703125
770,2565.95703125
771,2665.95703125
772,2665.95703125
773,2665.95703125
774,2665.95703125
775,2565.95703125
776,2465.95703125
777,2465.95703125
778,2665.95703125
779,2665.95703125
780,2665.95703125
781,2565.95703125
782,2565.95703125
783,2565.95703125
784,2565.95703125
785,2465.95703125
786,2465.95703125
787,2465.95703125
788,2465.95703125
789,2465.95703125
790,2565.95703125
791,2565.95703125
792,2565.95703125
793,2665.95703125
794,2665.95703125
795,2765.95703125
796,2765.95703125
797,2765.95703125
798,2665.95703125
799,2665.95703125
800,2565.95703125
801,2565.95703125
802,2565.95703125
803,2465.95703125
804,2465.95703125
805,2465.95703125
806,2465.95703125
807,2465.95703125
808,2465.95703125
809,2465.95703125
810,2565.95703125
811,2565.95703125
812,2565.95703125
813,2565.95703125
814,2665.95703125
815,2665.95703125
816,2665.95703125
817,2465.95703125
818,2265.95703125
819,2365.95703125
820,2265.95703125
821,2465.95703125
822,2465.95703125
823,2465.95703125
824,2465.95703125
825,2565.95703125
826,2465.95703125
827,2265.95703125
828,2365.95703125
829,2265.95703125
830,2465.95703125
831,2465.95703125
832,2465.95703125
833,2465.95703125
834,2565.95703125
835,2465.95703125
836,2665.95703125
837,2465.95703125
838,2265.95703125
839,2765.95703125
840,2565.95703125
841,2365.95703125
842,2665.95703125
843,2465.95703125
844,2265.95703125
845,2665.95703125
846,2465.95703125
847,2265.95703125
848,2765.95703125
849,2565.95703125
850,2365.95703125
851,2665.95703125
852,2465.95703125
853,2265.95703125
854,2165.95703125
855,2265.95703125
856,2165.95703125
857,2265.95703125
858,2365.95703125
859,2265.95703125
860,2165.95703125
861,2265.95703125
862,2165.95703125
863,2665.95703125
864,2465.95703125
865,2265.95703125
866,2665.95703125
867,2565.95703125
868,2365.95703125
869,2665.95703125
870,2465.95703125
871,2265.95703125
872,2665.95703125
873,2465.95703125
874,2265.95703125
875,2665.95703125
876,2565.95703125
877,2365.95703125
878,2665.95703125
879,2465.95703125
880,2265.95703125
881,2065.95703125
882,2165.95703125
883,2065.95703125
884,2165.95703125
885,2265.95703125
886,2165.95703125
887,2065.95703125
888,2165.95703125
889,2065.95703125
890,2065.95703125
891,2165.95703125
892,2065.95703125
893,2265.95703125
894,2365.95703125
895,2265.95703125
896,2365.95703125
897,2465.95703125
898,2365.95703125
899,2165.95703125
900,2165.95703125
901,2165.95703125
902,2365.95703125
903,2365.95703125
904,2365.95703125
905,2465.95703125
906,2565.95703125
907,2465.95703125
908,2065.95703125
909,2165.95703125
910,2165.95703125
911,2265.95703125
912,2365.95703125
913,2365.95703125
914,2365.95703125
915,2465.95703125
916,2465.95703125
917,2065.95703125
918,2165.95703125
919,2165.95703125
920,2265.95703125
921,2365.95703125
922,2365.95703125
923,2365.95703125
924,2465.95703125
925,2465.95703125
926,2765.95703125
927,2665.95703125
928,2465.95703125
929,2865.95703125
930,2665.95703125
931,2565.95703125
932,2765.95703125
933,2665.95703125
934,2465.95703125
935,2865.95703125
936,2665.95703125
937,2465.95703125
938,2865.95703125
939,2765.95703125
940,2565.95703125
941,2865.95703125
942,2665.95703125
943,2465.95703125
944,2765.95703125
945,2565.95703125
946,2465.95703125
947,2765.95703125
948,2665.95703125
949,2465.95703125
950,2765.95703125
951,2565.95703125
952,2465.95703125
953,2665.95703125
954,2765.95703125
955,2665.95703125
956,2765.95703125
957,2865.95703125
958,2765.95703125
959,2865.95703125
960,2965.95703125
961,2865.95703125
962,2865.95703125
963,2965.95703125
964,2865.95703125
965,2865.95703125
966,2965.95703125
967,2865.95703125
968,2865.95703125
969,2965.95703125
970,2865.95703125
971,2865.95703125
972,2965.95703125
973,2865.95703125
974,2865.95703125
975,2865.95703125
976,2865.95703125
977,2865.95703125
978,2865.95703125
979,2865.95703125
980,2865.95703125
981,2865.95703125
982,2865.95703125
983,2865.95703125
984,2865.95703125
985,2865.95703125
986,2865.95703125
987,2865.95703125
988,2865.95703125
989,2865.95703125
990,2865.95703125
991,2865.95703125
992,2865.95703125
993,2965.95703125
994,2865.95703125
995,2865.95703125
996,2965.95703125
997,2865.95703125
998,2965.95703125
999,3065.95703125
1000,2965.95703125
1001,2965.95703125
1002,3065.95703125
1003,2965.95703125
1004,3065.95703125
1005,3165.95703125
1006,3065.95703125
1007,3165.95703125
1008,3265.95703125
1009,3165.95703125
1010,3165.95703125
1011,3265.95703125
1012,3165.95703125
1013,3165.95703125
1014,3265.95703125
1015,3165.95703125
1016,3065.95703125
1017,3165.95703125
1018,3065.95703125
1019,2965.95703125
1020,3065.95703125
1021,2965.95703125
1022,2965.95703125
1023,3065.95703125
1024,2965.95703125
1025,2865.95703125
1026,2965.95703125
1027,2865.95703125
1028,2865.95703125
1029,2965.95703125
1030,2865.95703125
1031,2865.95703125
1032,2865.95703125
1033,2865.95703125
1034,2865.95703125
1035,2865.95703125
1036,2865.95703125
1037,2765.95703125
1038,2865.95703125
1039,2765.95703125
1040,2765.95703125
1041,2865.95703125
1042,2765.95703125
1043,2765.95703125
1044,2865.95703125
1045,2765.95703125
1046,2765.95703125
1047,2865.95703125
1048,2765.95703125
1049,2865.95703125
1050,2865.95703125
1051,2865.95703125
1052,2865.95703125
1053,2865.95703125
1054,2865.95703125
1055,2865.95703125
1056,2965.95703125
1057,2865.95703125
1058,2865.95703125
1059,2965.95703125
1060,2865.95703125
1061,2865.95703125
1062,2965.95703125
1063,2865.95703125
1064,2865.95703125
1065,2965.95703125
1066,2865.95703125
1067,2865.95703125
1068,2965.95703125
1069,2865.95703125
1070,2765.95703125
1071,2865.95703125
1072,2765.95703125
1073,2665.95703125
1074,2765.95703125
1075,2665.95703125
1076,2765.95703125
1077,2865.95703125
1078,2765.95703125
1079,2865.95703125
1080,2965.95703125
1081,2865.95703125
1082,2965.95703125
1083,3065.95703125
1084,2965.95703125
1085,2965.95703125
1086,3065.95703125
1087,2965.95703125
1088,2965.95703125
1089,3065.95703125
1090,2965.95703125
1091,2965.95703125
1092,3065.95703125
1093,2965.95703125
1094,2965.95703125
1095,2965.95703125
1096,2965.95703125
1097,2865.95703125
1098,2965.95703125
1099,2865.95703125
1100,2865.95703125
1101,2965.95703125
1102,2865.95703125
1103,2865.95703125
1104,2965.95703125
1105,2865.95703125
1106,2865.95703125
1107,2965.95703125
1108,2865.95703125
1109,2865.95703125
1110,2965.95703125
1111,2865.95703125
1112,2865.95703125
1113,2965.95703125
1114,2865.95703125
1115,2965.95703125
1116,2965.95703125
1117,2965.95703125
1118,2965.95703125
1119,3065.95703125
1120,2965.95703125
1121,3065.95703125
1122,3065.95703125
1123,3065.95703125
1124,3065.95703125
1125,3165.95703125
1126,3065.95703125
1127,3165.95703125
1128,3165.95703125
1129,3165.95703125
1130,3165.95703125
1131,3265.95703125
1132,3165.95703125
1133,3165.95703125
1134,3265.95703125
1135,3165.95703125
1136,3165.95703125
1137,3265.95703125
1138,3165.95703125
1139,3165.95703125
1140,3165.95703125
1141,3165.95703125
1142,3065.95703125
1143,3165.95703125
1144,3065.95703125
1145,3065.95703125
1146,3065.95703125
1147,3065.95703125
1148,2965.95703125
1149,3065.95703125
1150,2965.95703125
1151,2965.95703125
1152,2965.95703125
1153,2965.95703125
1154,2865.95703125
1155,2965.95703125
1156,2865.95703125
1157,2865.95703125
1158,2965.95703125
1159,2865.95703125
1160,2865.95703125
1161,2965.95703125
1162,2865.95703125
1163,2865.95703125
1164,2965.95703125
1165,2865.95703125
1166,2865.95703125
1167,2965.95703125
1168,2865.95703125
1169,2865.95703125
1170,2965.95703125
1171,2865.95703125
1172,2865.95703125
1173,2965.95703125
1174,2865.95703125
1175,2865.95703125
1176,2965.95703125
1177,2865.95703125
1178,2965.95703125
1179,2965.95703125
1180,2965.95703125
1181,2965.95703125
1182,3065.95703125
1183,2965.95703125
1184,2965.95703125
1185,3065.95703125
1186,2965.95703125
1187,2965.95703125
1188,3065.95703125
1189,2965.95703125
1190,2965.95703125
1191,3065.95703125
1192,2965.95703125
1193,2865.95703125
1194,2965.95703125
1195,2865.95703125
1196,2765.95703125
1197,2865.95703125
1198,2765.95703125
1199,2765.95703125
1200,2865.95703125
1201,2765.95703125
1202,2965.95703125
1203,2965.95703125
1204,2965.95703125
1205,2965.95703125
1206,3065.95703125
1207,2965.95703125
1208,2965.95703125
1209,3065.95703125
1210,2965.95703125
1211,2865.95703125
1212,2965.95703125
1213,2865.95703125
1214,2865.95703125
1215,2965.95703125
1216,2865.95703125
1217,2865.95703125
1218,2965.95703125
1219,2865.95703125
1220,2865.95703125
1221,2865.95703125
1222,2865.95703125
1223,2865.95703125
1224,2865.95703125
1225,2865.95703125
1226,2865.95703125
1227,2865.95703125
1228,2865.95703125
1229,2865.95703125
1230,2865.95703125
1231,2865.95703125
1232,2865.95703125
1233,2865.95703125
1234,2865.95703125
1235,2865.95703125
1236,2865.95703125
1237,2865.95703125
1238,2865.95703125
1239,2965.95703125
1240,2865.95703125
1241,2865.95703125
1242,2965.95703125
1243,2865.95703125
1244,2965.95703125
1245,2965.95703125
1246,2965.95703125
1247,2965.95703125
1248,3065.95703125
1249,2965.95703125
1250,3065.95703125
1251,3065.95703125
1252,3065.95703125
1253,3065.95703125
1254,3165.95703125
1255,3065.95703125
1256,3065.95703125
1257,3165.95703125
1258,3065.95703125
1259,3065.95703125
1260,3165.95703125
1261,3065.95703125
1262,3065.95703125
1263,3065.95703125
1264,3065.95703125
1265,2965.95703125
1266,3065.95703125
1267,2965.95703125
1268,2965.95703125
1269,2965.95703125
1270,2965.95703125
1271,2865.95703125
1272,2965.95703125
1273,2865.95703125
1274,2865.95703125
1275,2965.95703125
1276,2865.95703125
1277,2865.95703125
1278,2865.95703125
1279,2865.95703125
1280,2865.95703125
1281,2865.95703125
1282,2865.95703125
1283,2765.95703125
1284,2865.95703125
1285,2765.95703125
1286,2765.95703125
1287,2865.95703125
1288,2765.95703125
1289,2765.95703125
1290,2865.95703125
1291,2765.95703125
1292,2765.95703125
1293,2865.95703125
1294,2765.95703125
1295,2865.95703125
1296,2865.95703125
1297,2865.95703125
1298,2865.95703125
1299,2865.95703125
1300,2865.95703125
1301,2865.95703125
1302,2965.95703125
1303,2865.95703125
1304,2865.95703125
1305,2965.95703125
1306,2865.95703125
1307,2865.95703125
1308,2965.95703125
1309,2865.95703125
1310,2965.95703125
1311,3065.95703125
1312,2965.95703125
1313,2965.95703125
1314,3065.95703125
1315,2965.95703125
1316,2965.95703125
1317,2965.95703125
1318,2965.95703125
1319,2765.95703125
1320,2865.95703125
1321,2765.95703125
1322,2965.95703125
1323,2765.95703125
1324,2565.95703125
1325,3065.95703125
1326,2865.95703125
1327,2665.95703125
1328,2965.95703125
1329,2765.95703125
1330,2565.95703125
1331,3065.95703125
1332,2865.95703125
1333,2665.95703125
1334,3165.95703125
1335,2965.95703125
1336,2765.95703125
1337,3065.95703125
1338,2865.95703125
1339,2665.95703125
1340,2965.95703125
1341,2765.95703125
1342,2565.95703125
1343,3065.95703125
1344,2865.95703125
1345,2665.95703125
1346,2965.95703125
1347,2765.95703125
1348,2565.95703125
1349,2465.95703125
1350,2465.95703125
1351,2465.95703125
1352,2465.95703125
1353,2565.95703125
1354,2565.95703125
1355,2465.95703125
1356,2465.95703125
1357,2465.95703125
1358,2565.95703125
1359,2665.95703125
1360,2665.95703125
1361,2665.95703125
1362,2765.95703125
1363,2665.95703125
1364,2565.95703125
1365,2665.95703125
1366,2665.95703125
1367,2765.95703125
1368,2865.95703125
1369,2765.95703125
1370,2765.95703125
1371,2865.95703125
1372,2865.95703125
1373,2765.95703125
1374,2865.95703125
1375,2765.95703125
1376,2765.95703125
1377,2865.95703125
1378,2665.95703125
1379,2565.95703125
1380,2265.95703125
1381,2365.95703125
1382,2565.95703125
1383,2565.95703125
1384,2365.95703125
1385,2565.95703125
1386,2665.95703125
1387,2865.95703125
1388,2665.95703125
1389,2565.95703125
1390,2365.95703125
1391,2065.95703125
1392,2265.95703125
1393,2365.95703125
1394,2265.95703125
1395,2565.95703125
1396,2565.95703125
1397,2365.95703125
1398,2265.95703125
1399,1965.9569091796875
1400,2065.95703125
1401,2265.95703125
1402,2065.95703125
1403,2365.95703125
1404,2265.95703125
1405,1965.9569091796875
1406,1965.9569091796875
1407,1632.4644775390625
1408,1632.4644775390625
1409,1965.9569091796875
1410,1632.4644775390625
1411,1965.9569091796875
1412,2965.95703125
1413,2865.95703125
1414,2865.95703125
1415,2565.95703125
1416,2665.95703125
1417,2765.95703125
1418,2765.95703125
1419,2865.95703125
1420,2765.95703125
1421,2665.95703125
1422,2365.95703125
1423,2465.95703125
1424,2565.95703125
1425,2665.95703125
1426,2465.95703125
1427,2165.95703125
1428,2365.95703125
1429,2365.95703125
1430,2365.95703125
1431,2165.95703125
1432,1865.9569091796875
1433,2065.95703125
1434,2065.95703125
1435,2965.95703125
1436,2865.95703125
1437,2865.95703125
1438,2565.95703125
1439,2565.95703125
1440,2765.95703125
1441,2665.95703125
1442,2865.95703125
1443,2665.95703125
1444,2665.95703125
1445,2365.95703125
1446,2365.95703125
1447,2565.95703125
1448,2565.95703125
1449,2465.95703125
1450,2165.95703125
1451,2265.95703125
1452,2365.95703125
1453,2265.95703125
1454,2165.95703125
1455,1865.9569091796875
1456,1965.9569091796875
1457,1965.9569091796875
1458,2765.95703125
1459,2565.95703125
1460,2665.95703125
1461,2365.95703125
1462,2265.95703125
1463,2565.95703125
1464,2365.95703125
1465,2565.95703125
1466,2365.95703125
1467,2565.95703125
1468,2265.95703125
1469,2065.95703125
1470,2265.95703125
1471,2265.95703125
1472,2365.95703125
1473,2065.95703125
1474,1965.9569091796875
1475,2065.95703125
1476,1965.9569091796875
1477,1965.9569091796875
1478,1632.4644775390625
